Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
molecule.phenylalanine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@137,Phenylalanine,minechem:minechemMolecule
molecule.phenylalanine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.phenylalanine
molecule.phosgene,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@91,Phosgene,minechem:minechemMolecule
molecule.phosgene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.phosgene
molecule.phosphate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.phosphate
molecule.phosphate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@17,Phosphate (ion),minechem:minechemMolecule
molecule.plagioclasealbite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@122,Albite,minechem:minechemMolecule
molecule.plagioclasealbite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.plagioclasealbite
molecule.plagioclaseanorthite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@121,Anorthite,minechem:minechemMolecule
molecule.plagioclaseanorthite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.plagioclaseanorthite
molecule.plat,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@90,Chloroplatinic Acid,minechem:minechemMolecule
molecule.plat,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.plat
molecule.pmma,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@50,Poly(methyl Methacrylate),minechem:minechemMolecule
molecule.pmma,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.pmma
molecule.polyisobutylene,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@30,Polyisobutylene Rubber,minechem:minechemMolecule
molecule.polyisobutylene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.polyisobutylene
molecule.polyvinylchloride,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@33,Polyvinyl Chloride,minechem:minechemMolecule
molecule.polyvinylchloride,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.polyvinylchloride
molecule.potassiumhydroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.potassiumhydroxide
molecule.potassiumhydroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@150,Potassium Hydroxide,minechem:minechemMolecule
molecule.potassiumnitrate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.potassiumnitrate
molecule.potassiumnitrate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@5,Potassium Nitrate,minechem:minechemMolecule
molecule.potassiumoxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@119,Potassium Oxide,minechem:minechemMolecule
molecule.potassiumoxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.potassiumoxide
molecule.proline,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@139,Proline,minechem:minechemMolecule
molecule.proline,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.proline
molecule.propane,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@127,Propane,minechem:minechemMolecule
molecule.propane,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.propane
molecule.psilocybin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@35,Psilocybin,minechem:minechemMolecule
molecule.psilocybin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.psilocybin
molecule.purpleorgodye,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@104,Delphinidin,minechem:minechemMolecule
molecule.purpleorgodye,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.purpleorgodye
molecule.purplepigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@56,Potassium Permanganate,minechem:minechemMolecule
molecule.purplepigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.purplepigment
molecule.pyrite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.pyrite
molecule.pyrite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@9,Pyrite,minechem:minechemMolecule
molecule.pyrope,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.pyrope
molecule.pyrope,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@158,Pyrope,minechem:minechemMolecule
molecule.radchlor,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.radchlor
molecule.radchlor,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@109,Radium Chloride,minechem:minechemMolecule
molecule.redgarnet,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@161,Red Garnet,minechem:minechemMolecule
molecule.redgarnet,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.redgarnet
molecule.redorgodye,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@103,Pelargonidin,minechem:minechemMolecule
molecule.redorgodye,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.redorgodye
molecule.redpigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.redpigment
molecule.redpigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@51,Cobalt(ii) Nitrate,minechem:minechemMolecule
molecule.retinol,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.retinol
molecule.retinol,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@95,Retinol,minechem:minechemMolecule
molecule.rubidiumhydroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@151,Rubidium Hydroxide,minechem:minechemMolecule
molecule.rubidiumhydroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.rubidiumhydroxide
molecule.salt,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@83,Salt,minechem:minechemMolecule
molecule.salt,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.salt
molecule.serine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.serine
molecule.serine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@45,Serine,minechem:minechemMolecule
molecule.shikimicacid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.shikimicacid
molecule.shikimicacid,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@76,Shikimic Acid,minechem:minechemMolecule
molecule.silicate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.silicate
molecule.silicate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@157,Silicate,minechem:minechemMolecule
molecule.silicondioxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.silicondioxide
molecule.silicondioxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@7,Silicon Dioxide,minechem:minechemMolecule
molecule.siliconoxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.siliconoxide
molecule.siliconoxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@164,Silicon Oxide,minechem:minechemMolecule
molecule.sodalite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sodalite
molecule.sodalite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@13,Sodalite,minechem:minechemMolecule
molecule.sodiumbisulfate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@170,Sodium Bisulfate,minechem:minechemMolecule
molecule.sodiumbisulfate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sodiumbisulfate
molecule.sodiumhydroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@149,Sodium Hydroxide,minechem:minechemMolecule
molecule.sodiumhydroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sodiumhydroxide
molecule.sodiumoxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@120,Sodium Oxide,minechem:minechemMolecule
molecule.sodiumoxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sodiumoxide
molecule.sodiumsulfate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@171,Sodium Sulfate,minechem:minechemMolecule
molecule.sodiumsulfate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sodiumsulfate
molecule.spessartine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@160,Spessartine,minechem:minechemMolecule
molecule.spessartine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.spessartine
molecule.starch,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@65,Starch,minechem:minechemMolecule
molecule.starch,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.starch
molecule.strontiumnitrate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@37,Strontium Nitrate,minechem:minechemMolecule
molecule.strontiumnitrate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.strontiumnitrate
molecule.sucrose,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@66,Sucrose,minechem:minechemMolecule
molecule.sucrose,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sucrose
molecule.sulfate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sulfate
molecule.sulfate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@11,Sulfate (ion),minechem:minechemMolecule
molecule.sulfurdioxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@168,Sulfur Dioxide,minechem:minechemMolecule
molecule.sulfurdioxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sulfurdioxide
molecule.sulfuricacid,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@77,Sulfuric Acid,minechem:minechemMolecule
molecule.sulfuricacid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.sulfuricacid
molecule.talc,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@126,Talc,minechem:minechemMolecule
molecule.talc,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.talc
molecule.tannicacid,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@114,Tannic Acid,minechem:minechemMolecule
molecule.tannicacid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.tannicacid
molecule.testosterone,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.testosterone
molecule.testosterone,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@72,Testosterone,minechem:minechemMolecule
molecule.tetrodotoxin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@86,Tetrodotoxin,minechem:minechemMolecule
molecule.tetrodotoxin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.tetrodotoxin
molecule.thc,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@87,Thc,minechem:minechemMolecule
molecule.thc,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.thc
molecule.theobromine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.theobromine
molecule.theobromine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@64,Theobromine,minechem:minechemMolecule
molecule.threonine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@132,Threonine,minechem:minechemMolecule
molecule.threonine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.threonine
molecule.tnt,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@6,Trinitrotoluene,minechem:minechemMolecule
molecule.tnt,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.tnt
molecule.toluene,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@4,Toluene,minechem:minechemMolecule
molecule.toluene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.toluene
molecule.topaz,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@129,Topaz,minechem:minechemMolecule
molecule.topaz,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.topaz
molecule.tryptophan,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@141,Tryptophan,minechem:minechemMolecule
molecule.tryptophan,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.tryptophan
molecule.tyrosine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@135,Tyrosine,minechem:minechemMolecule
molecule.tyrosine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.tyrosine
molecule.valine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@70,Valine,minechem:minechemMolecule
molecule.valine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.valine
molecule.vinylchloride,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.vinylchloride
molecule.vinylchloride,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@32,Vinyl Chloride Monomer,minechem:minechemMolecule
molecule.weedex,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.weedex
molecule.weedex,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@97,Aminocyclopyrachlor,minechem:minechemMolecule
molecule.whitepigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.whitepigment
molecule.whitepigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@59,Titanium Dioxide,minechem:minechemMolecule
molecule.xanax,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@98,Alprazolam,minechem:minechemMolecule
molecule.xanax,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.xanax
molecule.xylitol,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@96,Xylitol,minechem:minechemMolecule
molecule.xylitol,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.xylitol
molecule.yellowpigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@53,Potassium Chromate,minechem:minechemMolecule
molecule.yellowpigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.yellowpigment
molecule.zoisite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@130,Zoisite,minechem:minechemMolecule
molecule.zoisite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.zoisite
mushroomsoup,1000,1xitem.bowl@0,Bowl,minecraft:bowl,1xitem.mushroomStew@0,Mushroom Stew,minecraft:mushroom_stew
mushroomsoup,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.mushroomsoup@0,Mushroom Soup Bucket,MineFactoryReloaded:bucket.mushroomsoup
nickel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@17,Molten Nickel Bucket,TConstruct:buckets
nickel.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@17,Molten Nickel Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
nutrient_distillation,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketNutrient_distillation@0,Nutrient Distillation Bucket,EnderIO:bucketNutrient_distillation
obsidian.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@11,Molten Obsidian Bucket,TConstruct:buckets
obsidian.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@11,Molten Obsidian Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
oil,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canOil@0,Oil Can,Forestry:canOil
oil,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleOil@0,Oil Capsule,Forestry:waxCapsuleOil
oil,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryOil@0,Oil Capsule,Forestry:refractoryOil
oil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketOil@0,Oil Bucket,BuildCraft|Energy:bucketOil
osmium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@3,Molten Osmium Bucket,ExtraTiC:extra.bucket
petrotheum,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@8,Tectonic Petrotheum Bucket,ThermalFoundation:bucket
pigiron.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@26,Molten Pig Iron Bucket,TConstruct:buckets
pigiron.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@26,Molten Pig Iron Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
pinkslime,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.pinkslime@0,Pink Slime Bucket,MineFactoryReloaded:bucket.pinkslime
platinum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@20,Molten Shiny Bucket,TConstruct:buckets
platinum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@20,Molten Shiny Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
pokefennium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@4,Molten Pokefennium Bucket,ExtraTiC:extra.bucket
pyrotheum,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@3,Blazing Pyrotheum Bucket,ThermalFoundation:bucket
red.aurum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@5,Molten RedAurum Bucket,ExtraTiC:extra.bucket
redstone,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.thermalfoundation.bucket@0,Destabilized Redstone Bucket,ThermalFoundation:bucket
refined.glowstone.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@2,Molten Refined Glowstone Bucket,ExtraTiC:extra.bucket
rocket_fuel,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketRocket_fuel@0,Rocket Fuel Bucket,EnderIO:bucketRocket_fuel
seedoil,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractorySeedOil@0,Seed Oil Capsule,Forestry:refractorySeedOil
seedoil,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleSeedOil@0,Seed Oil Capsule,Forestry:waxCapsuleSeedOil
seedoil,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canSeedOil@0,Seed Oil Can,Forestry:canSeedOil
seedoil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketSeedoil@0,Seed Oil Bucket,Forestry:bucketSeedoil
sewage,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.sewage@0,Sewage Bucket,MineFactoryReloaded:bucket.sewage
short.mead,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketShortMead@0,Short Mead Bucket,Forestry:bucketShortMead
short.mead,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.for.beverage@0,Short Mead,Forestry:beverage
signalum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@28,Molten Signalum Bucket,TConstruct:buckets
silver.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@19,Molten Silver Bucket,TConstruct:buckets
silver.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@19,Molten Silver Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
slime.blue,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@24,Liquid Slime Bucket,TConstruct:buckets
slime.blue,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@24,Liquid Slime Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
sludge,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.sludge@0,Sludge Bucket,MineFactoryReloaded:bucket.sludge
steam,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.railcraft.fluid.steam.bottle@0,Steam Bottle,Railcraft:fluid.steam.bottle
steel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@12,Molten Steel Bucket,TConstruct:buckets
steel.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@12,Molten Steel Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
stone.seared,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@14,Seared Stone Bucket,TConstruct:buckets
stone.seared,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@14,Seared Stone Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
terrasteel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@14,Molten Terrasteel Bucket,ExtraTiC:extra.bucket
